CustomerID,churn_probability
8167-GJLRN,0.4848
0956-SYCWG,0.0648
8017-UVSZU,0.1556
7100-FQPRV,0.0908
2984-RGEYA,0.0097
9680-NIAUV,0.0686
2146-EGVDT,0.0091
2604-IJPDU,0.4445
9178-JHUVJ,0.0065
6168-YBYNP,0.3739
7255-SSFBC,0.0176
3645-DEYGF,0.1588
9323-HGFWY,0.2605
8544-GOQSH,0.348
3363-DTIVD,0.0183
7018-WBJNK,0.3187
9142-KZXOP,0.1915
7674-YTAFD,0.1213
6348-SNFUS,0.028
1347-KTTTA,0.1639
4195-NZGTA,0.6953
7157-SMCFK,0.0029
4709-LKHYG,0.0592
2504-DSHIH,0.6307
0699-NDKJM,0.2756
9286-BHDQG,0.0142
0230-WEQUW,0.0342
2040-LDIWQ,0.0512
6496-JDSSB,0.5846
4443-EMBNA,0.0138
6469-MRVET,0.365
5961-VUSRV,0.0741
6778-JFCMK,0.1827
6341-JVQGF,0.1083
4811-JBUVU,0.3624
0945-TSONX,0.0479
2651-ZCBXV,0.0596
3316-UWXUY,0.1634
7083-MIOPC,0.0052
1984-GPTEH,0.0978
0621-JFHOL,0.0756
9903-LYSAB,0.6594
9227-UAQFT,0.0162
7301-ABVAD,0.023
6614-FHDBO,0.0568
7576-ASEJU,0.0895
9058-HRZSV,0.2665
4522-AKYLR,0.314
0221-WMXNQ,0.5315
0303-UNCIP,0.0742
0959-WHOKV,0.2142
4075-JFPGR,0.2117
3282-ZISZV,0.096
3675-YDUPJ,0.1313
4111-BNXIF,0.073
7017-VFHAY,0.0096
6655-LHBYW,0.1202
5046-NUHWD,0.4236
7529-ZDFXI,0.479
7605-BDWDC,0.0402
1950-KSVVJ,0.1697
0123-CRBRT,0.029
6292-TOSSS,0.0118
3197-ARFOY,0.3701
7014-ZZXAW,0.0141
7633-MVPUY,0.022
4716-HHKQH,0.6392
3179-GBRWV,0.255
8645-KWHJO,0.5041
4130-MZLCC,0.2888
0314-TKOSI,0.1903
8229-MYEJZ,0.2287
2080-SRCDE,0.2404
9577-WJVCQ,0.0666
6202-DYYFX,0.2905
3808-HFKDE,0.2545
3727-OWVYD,0.0355
2294-SALNE,0.1424
4847-TAJYI,0.76
1563-IWQEX,0.1039
8203-XJZRC,0.2726
6556-DBKZF,0.0094
6851-WEFYX,0.6889
2985-JUUBZ,0.0844
0895-LMRSF,0.1576
8266-VBFQL,0.6822
8181-YHCMF,0.0375
2240-HSJQD,0.1628
1248-DYXUB,0.002
4115-BNPJY,0.0487
3167-SNQPL,0.1484
4091-TVOCN,0.0964
1098-TDVUQ,0.4157
7277-OZCGZ,0.3742
1557-EMYVT,0.0593
2799-ARNLO,0.7599
5027-YOCXN,0.1732
3973-SKMLN,0.0059
6745-JEFZB,0.4343
9880-TDQAC,0.0681
8705-WZCYL,0.6296
7102-JJVTX,0.1113
8626-PTQGE,0.0299
4983-CLMLV,0.4219
5701-YVSVF,0.6472
5697-GOMBF,0.1374
2739-CACDQ,0.5167
9385-EHGDO,0.0028
9498-FIMXL,0.086
2379-GYFLQ,0.1936
2088-IEBAU,0.0341
7982-VCELR,0.374
6035-BXTTY,0.0845
6885-PKOAM,0.0276
7520-HQWJU,0.0169
9639-BUJXT,0.0154
5924-SNGKP,0.0279
0021-IKXGC,0.8623
8966-SNIZF,0.0095
6243-OZGFH,0.4962
4654-DLAMQ,0.1215
0513-RBGPE,0.0301
5160-UXJED,0.0856
4115-NZRKS,0.7312
3351-NGXYI,0.2705
8984-EYLLL,0.1368
9833-TGFHX,0.3213
9294-TDIPC,0.071
5229-DTFYB,0.0767
0104-PPXDV,0.0489
5176-LMJXE,0.0095
3583-KRKMD,0.339
9069-LGEUL,0.2593
7302-ZHMHP,0.2868
9571-EDEBV,0.2621
3520-FJGCV,0.0107
6563-VRERX,0.0392
6122-EFVKN,0.0248
2805-EDJPQ,0.2259
6862-CQUMB,0.3634
7156-MXBJE,0.0725
6158-HDPXZ,0.5967
2863-IMQDR,0.0275
5686-CMAWK,0.2596
5651-CRHKQ,0.1605
8204-YJCLA,0.0471
6583-SZVGP,0.1385
1708-PBBOA,0.0913
8782-LKFPK,0.3413
5522-JBWMO,0.4058
3597-MVHJT,0.5607
9774-NRNAU,0.3814
0224-RLWWD,0.5847
9967-ATRFS,0.0735
3951-NJCVI,0.6379
2977-CEBSX,0.0212
0177-PXBAT,0.5231
2519-ERQOJ,0.3594
5876-QMYLD,0.0489
2277-AXSDC,0.0285
9442-JTWDL,0.0479
3067-SVMTC,0.0276
5495-GPSRW,0.0178
7606-BPHHN,0.0058
4742-DRORA,0.2223
0111-KLBQG,0.1261
4163-NCJAK,0.0573
5233-AOZUF,0.5377
5973-EJGDP,0.2659
1996-DBMUS,0.361
7916-VCCPB,0.1012
4686-GEFRM,0.0841
5249-QYHEX,0.0046
2233-FAGXV,0.0771
5605-IYGFG,0.5227
7663-ZTEGJ,0.1529
3935-TBRZZ,0.0404
8111-BKVDS,0.2456
2055-SIFSS,0.1874
2806-MLNTI,0.3466
8734-DKSTZ,0.2257
4360-PNRQB,0.4881
6152-ONASV,0.0454
7781-HVGMK,0.0364
2181-UAESM,0.3741
6048-NJXHX,0.026
2320-SLKMB,0.2454
4980-URKXC,0.0437
4376-KFVRS,0.0755
5886-VLQVU,0.4483
3577-AMVUX,0.4077
0771-WLCLA,0.2488
5628-RKIFK,0.305
0206-TBWLC,0.2002
2937-FTHUR,0.1566
1910-FMXJM,0.4477
0732-OCQOC,0.0212
5168-MSWXT,0.34
1090-ESELR,0.0417
8592-PLTMQ,0.0217
5760-WRAHC,0.1372
8847-GEOOQ,0.2604
4785-FCIFB,0.0146
8313-NDOIA,0.6214
5149-CUZUJ,0.2311
0942-KOWSM,0.0473
4237-CLSMM,0.3072
1452-VOQCH,0.864
4719-UMSIY,0.0738
6614-VBEGU,0.3505
1480-BKXGA,0.0868
2996-XAUVF,0.0248
9076-AXYIK,0.1349
5968-XQIVE,0.2709
8896-RAZCR,0.008
4933-IKULF,0.0405
1304-BCCFO,0.4946
4104-PVRPS,0.0974
3780-DDGSE,0.0551
4431-EDMIQ,0.092
0486-LGCCH,0.0048
4612-SSVHJ,0.5516
5168-MQQCA,0.2245
7971-HLVXI,0.0151
9094-AZPHK,0.6965
3649-JPUGY,0.0305
4472-LVYGI,0.4935
3552-CTCYF,0.022
6778-YSNIH,0.6308
5756-OZRIO,0.0954
6579-JPICP,0.2968
4134-BSXLX,0.0838
0505-SPOOW,0.0094
4374-YMUSQ,0.1373
4513-CXYIX,0.0707
3957-HHLMR,0.0633
7803-XOCCZ,0.0392
5736-YEJAX,0.0178
8981-FJGLA,0.3627
1135-LMECX,0.299
4332-MUOEZ,0.1873
8535-SFUTN,0.3737
8677-HDZEE,0.3006
2475-MROZF,0.2373
3482-ABPKK,0.0327
6705-LXORM,0.6926
7531-GQHME,0.1147
5174-ITUMV,0.0731
4109-CYRBD,0.3647
0913-XWSCN,0.0829
0750-EBAIU,0.1006
8606-CIQUL,0.0124
3571-DPYUH,0.0306
7601-GNDYK,0.0018
0356-OBMAC,0.0805
8067-NIOYM,0.0038
1403-GYAFU,0.001
4234-XTNEA,0.7918
1297-VQDRP,0.0538
5348-CAGXB,0.7102
0621-HJWXJ,0.3295
5844-QVTAT,0.0765
8905-IAZPF,0.2196
5394-MEITZ,0.0373
6859-QNXIQ,0.0123
2782-LFZVW,0.3878
2866-IKBTM,0.299
7129-AZJDE,0.0454
2560-PPCHE,0.1613
4676-MQUEA,0.2166
8138-EALND,0.0834
3580-HYCSP,0.0147
1352-HNSAW,0.0145
2075-PUEPR,0.0014
1982-FEBTD,0.0068
5791-KAJFD,0.0949
2654-VBVPB,0.31
1154-HYWWO,0.0303
2501-XWWTZ,0.4017
3716-UVSPD,0.557
6815-ABQFQ,0.2968
7343-EOBEU,0.42
3701-SFMUH,0.0792
6103-LIANB,0.0239
7319-VENRZ,0.2467
5846-NEQVZ,0.0157
6967-QIQRV,0.0754
5781-RFZRP,0.0202
0308-IVGOK,0.1478
7293-LSCDV,0.0021
7025-WCBNE,0.0195
5756-JYOJT,0.096
6030-REHUX,0.6389
9548-LIGTA,0.0229
5150-LJNSR,0.0493
8270-RKSAP,0.5473
6522-YRBXD,0.5455
2640-LYMOV,0.2802
1423-BMPBQ,0.1038
2393-DIVAI,0.2599
4568-KNYWR,0.0211
8752-IMQOS,0.1036
0742-LAFQK,0.0994
0795-LAFGP,0.0336
0619-OLYUR,0.0669
5512-IDZEI,0.0562
0459-SPZHJ,0.0346
0215-BQKGS,0.1982
9244-ZVAPM,0.4572
8208-EUMTE,0.0482
5172-MIGPM,0.3865
1710-RCXUS,0.2374
0374-FIUCA,0.0119
5839-SUYVZ,0.3712
5173-ZXXXL,0.1158
1096-ADRUX,0.0355
2001-MCUUW,0.0923
2731-GJRDG,0.2465
4723-BEGSG,0.0265
6516-NKQBO,0.0307
8672-OAUPW,0.0296
8207-DMRVL,0.0084
2804-ETQDK,0.0032
6689-VRRTK,0.218
7138-GIRSH,0.0274
9396-ZSFLL,0.2336
6464-KEXXH,0.3992
7134-MJPDY,0.1895
5240-CAOYT,0.1825
4059-IIEBK,0.5914
4881-JVQOD,0.1595
0516-UXRMT,0.1325
4851-BQDNX,0.0595
5148-HKFIR,0.0134
3003-CMDUU,0.5944
5016-IBERQ,0.4863
6797-UCJHZ,0.2453
2469-DTSGX,0.0771
9931-KGHOA,0.1419
1775-KWJKQ,0.0219
7665-VIGUD,0.0481
9411-TPQQV,0.1091
7954-MLBUN,0.0751
2077-DDHJK,0.0124
9574-BOSMD,0.0017
4908-XAXAY,0.166
8404-VLQFB,0.0632
2391-IPLOP,0.1529
3509-GWQGF,0.2997
5845-BZZIB,0.0022
1140-UKVZG,0.1137
5183-SNMJQ,0.5641
8100-PNJMH,0.03
7838-LAZFO,0.0822
2085-JVGAD,0.0669
8095-WANWK,0.1759
3030-ZKIWL,0.2925
9565-FLVCG,0.028
8755-OGKNA,0.0017
2800-VEQXM,0.6452
5533-RJFTJ,0.1726
0214-JHPFW,0.0378
5642-MHDQT,0.0383
3088-FVYWK,0.0023
9092-GDZKO,0.1313
3729-OWRVL,0.0716
2324-AALNO,0.028
5760-IFJOZ,0.7412
2826-UWHIS,0.3163
7501-IWUNG,0.04
4957-TREIR,0.3991
7251-LJBQN,0.2462
8040-MNRTF,0.6904
1536-HBSWP,0.6003
5313-FPXWG,0.0407
0946-FKYTX,0.0542
5076-YVXCM,0.2962
8262-COGGB,0.3434
6663-JOCQO,0.1171
9620-QJREV,0.0225
2682-KEVRP,0.0465
2480-JZOSN,0.4848
0078-XZMHT,0.0464
9978-HYCIN,0.0425
8338-QIUNR,0.0219
1525-LNLOJ,0.0552
9450-TRJUU,0.427
1766-GKNMI,0.5581
6942-LBFDP,0.2891
1456-TWCGB,0.29
7596-ZYWBB,0.0097
8329-UTMVM,0.3053
3014-WJKSM,0.3867
3347-YJZZE,0.0562
7929-DMBCV,0.406
9661-JALZV,0.0144
5433-KYGHE,0.2086
4312-KFRXN,0.0096
5575-TPIZQ,0.2769
0114-IGABW,0.0463
9944-AEXBM,0.4677
1853-ARAAQ,0.3856
6952-OMNWB,0.3186
4697-LUPSU,0.1683
8434-VGEQQ,0.0089
6549-YMFAW,0.1998
4950-HKQTE,0.0191
6786-OBWQR,0.3564
2753-JMMCV,0.026
6621-YOBKI,0.1439
1216-JWVUX,0.1137
7564-GHCVB,0.0526
1173-NOEYG,0.4869
7595-EHCDL,0.0736
6647-ZEDXT,0.2396
2521-NPUZR,0.025
1307-TVUFB,0.3192
7503-MIOGA,0.0354
4381-MHQDC,0.0167
6923-JHPMP,0.6838
4018-PPNDW,0.0202
1635-FJFCC,0.3552
2499-AJYUA,0.1131
6919-ELBGL,0.0897
3966-HRMZA,0.5599
6425-JWTDV,0.0098
8405-IGQFX,0.1084
8224-IVVPA,0.1163
9477-LGWQI,0.0324
1410-RSCMR,0.0722
3115-CZMZD,0.1173
0139-IVFJG,0.7429
5730-DBDSI,0.0069
0030-FNXPP,0.194
5684-FJVYR,0.0457
4013-GUXND,0.2925
1266-NZYUI,0.0186
7969-FFOWG,0.0093
4718-DHSMV,0.4141
5175-WLYXL,0.3958
7817-OMJNA,0.0482
8728-SKJLR,0.2421
3137-NYQQI,0.1172
7706-DZNKK,0.1192
8823-RLPWL,0.1027
9505-SQFSW,0.1642
3758-CKOQL,0.1326
5676-CFLYY,0.0281
7521-AFHAB,0.068
0285-INHLN,0.0264
5125-CNDSP,0.0443
4992-LTJNE,0.0165
2202-OUTMO,0.1763
0810-BDHAW,0.229
0229-LFJAF,0.0095
7131-ZQZNK,0.0361
3442-ZHHCC,0.0505
5726-CVNYA,0.0459
9871-ELEYA,0.0137
4257-GAESD,0.5248
5173-WXOQV,0.5679
2040-OBMLJ,0.1288
6286-ZHAOK,0.0412
3807-XHCJH,0.1152
5671-RQRLP,0.086
8859-AXJZP,0.025
3174-AKMAS,0.0341
9926-PJHDQ,0.0633
7382-DFJTU,0.1246
2798-NYLMZ,0.0679
8098-TDCBU,0.0294
3551-GAEGL,0.0962
4785-NKHCX,0.1655
3196-NVXLZ,0.4769
0036-IHMOT,0.0404
4178-EGMON,0.0443
4220-TINQT,0.469
5318-YKDPV,0.0402
7975-TZMLR,0.329
0295-QVKPB,0.3734
4335-BSMJS,0.0107
9146-JRIOX,0.0274
5337-IIWKZ,0.0763
9650-VBUOG,0.0031
3487-EARAT,0.0303
2672-TGEFF,0.1612
4250-WAROZ,0.0989
8184-WMOFI,0.0342
6092-QZVPP,0.1263
4625-LAMOB,0.0069
0392-BZIUW,0.0978
6549-NNDYT,0.3
0422-OHQHQ,0.0641
6916-HIJSE,0.0188
2316-ESMLS,0.1571
9778-OGKQZ,0.0307
7408-OFWXJ,0.0252
6007-TCTST,0.0127
2252-NKNSI,0.0306
8713-IGZSO,0.2864
7905-TVXTA,0.3892
7695-PKLCZ,0.0064
8374-UULRV,0.0151
3224-DFQNQ,0.1135
5275-PMFUT,0.0387
4795-UXVCJ,0.0364
9777-IQHWP,0.0116
0979-MOZQI,0.0531
2732-ISEZX,0.1938
0323-XWWTN,0.0459
1937-OTUKY,0.0734
1573-LGXBA,0.05
1764-VUUMT,0.003
4713-ZBURT,0.0456
3050-GBUSH,0.6387
7876-AEHIG,0.0714
7945-HLKEA,0.0357
9342-VNIMQ,0.1781
3523-BRGUW,0.0397
3199-NPKCN,0.2507
5170-PTRKA,0.0807
4661-NJEUX,0.3684
2123-AGEEN,0.692
1258-YMZNM,0.3296
0048-LUMLS,0.0403
5898-IGSLP,0.0699
6259-WJQLC,0.3646
7997-EASSD,0.1606
0730-KOAVE,0.3558
8975-SKGRX,0.0769
0678-RLHVP,0.1097
2267-FPIMA,0.3726
1051-GEJLJ,0.2246
5285-MVEHD,0.2062
0379-DJQHR,0.0222
5543-QDCRY,0.5153
0297-RBCSG,0.1117
4694-PHWFW,0.0551
0835-JKADZ,0.0869
7508-SMHXL,0.4835
3865-YIOTT,0.0409
5993-BQHEA,0.0513
6024-RUGGH,0.0029
3956-CJUST,0.3158
4079-WWQQQ,0.0294
6103-BOCOU,0.49
5149-TGWDZ,0.2562
7471-WNSUF,0.035
8942-DBMHZ,0.1033
4301-VVZKA,0.671
9199-PWQVC,0.1085
4824-GUCBY,0.2804
5393-HJZSM,0.0164
0862-PRCBS,0.0196
8812-ZRHFP,0.0574
5146-CBVOE,0.3227
0454-OKRCT,0.0475
5787-KXGIY,0.0087
4198-VFOEA,0.1288
6630-UJZMY,0.8621
5709-LVOEQ,0.3553
2692-AQCPF,0.2302
0347-UBKUZ,0.0882
0835-DUUIQ,0.0354
0811-GSDTP,0.2035
7567-ECMCM,0.4255
6115-ZTBFQ,0.0267
6353-BRMMA,0.0932
6231-WFGFH,0.0575
9904-EHEVJ,0.1501
6169-PPETC,0.002
8584-KMVXD,0.447
8467-WYNSR,0.0817
0851-DFJKB,0.1579
5382-SOYZL,0.6421
3261-CQXOL,0.0017
8388-FYNPZ,0.3272
4002-BQWPQ,0.1356
5651-YLPRD,0.1299
2826-DXLQO,0.4149
4378-BZYFP,0.0514
9489-UTFKA,0.3535
4849-PYRLQ,0.0183
7764-BDPEE,0.0996
3429-IFLEM,0.0087
5002-GCQFH,0.3698
0556-FJEGU,0.0144
0604-THJFP,0.0413
5879-SESNB,0.5316
6461-PPAXN,0.068
3318-ISQFQ,0.104
1106-HRLKZ,0.0017
2483-XSSMZ,0.0644
8165-ZJRNM,0.0016
2604-XVDAM,0.2087
3717-OFRTN,0.3366
9046-JBFWA,0.0273
3280-NMUVX,0.0346
1206-EHBDD,0.0442
8361-LBRDI,0.0089
4883-KCPZJ,0.0039
9108-EQPNQ,0.0076
7277-KAMWT,0.0245
2545-LXYVJ,0.007
3234-VKACU,0.5613
8120-JDCAM,0.2257
8917-FAEMR,0.0084
7047-YXDMZ,0.0662
2858-EIMXH,0.3391
6419-ZTTLE,0.1077
0929-HYQEW,0.3343
6614-YOLAC,0.0279
7426-RHZGU,0.5511
4065-JJAVA,0.5465
7649-SIJJF,0.0199
9361-YNQWJ,0.0299
3748-FVMZZ,0.6164
9391-TTOYH,0.0909
1452-XRSJV,0.0161
3422-WJOYD,0.053
8242-SOQUO,0.7276
7460-ITWWP,0.4695
7147-AYBAA,0.2514
7868-TMWMZ,0.0767
6732-FZUGP,0.1165
8329-GWVPJ,0.0625
1352-VHKAJ,0.0656
2632-TACXW,0.0128
8146-QQKZH,0.0188
1767-CJKBA,0.008
6445-TNRXS,0.0132
4581-LNWUM,0.4917
4869-EPIUS,0.2617
1915-OAKWD,0.065
7296-PIXQY,0.132
3354-OADJP,0.0814
3524-WQDSG,0.1582
0810-DHDBD,0.0422
4026-SKKHW,0.3466
2829-HYVZP,0.0394
3845-JHAMY,0.1217
7013-PSXHK,0.1204
3486-NPGST,0.0225
6100-FJZDG,0.0777
4829-ZLJTK,0.1543
1730-VFMWO,0.1225
7143-BQIBA,0.1646
3800-LYTRK,0.0529
9646-NMHXE,0.0105
7030-NJVDP,0.4137
8883-GRDWQ,0.0407
7771-ZONAT,0.0808
2111-DWYHN,0.281
4194-WHFCB,0.0589
4121-AGSIN,0.0454
9845-PEEKO,0.0665
0455-XFASS,0.3748
0301-KOBTQ,0.0169
1751-NCDLI,0.6454
4367-NUYAO,0.0402
9170-ARBTB,0.0247
7241-AJHFS,0.1911
4546-FOKWR,0.5053
9036-CSKBW,0.1605
5832-TRLPB,0.1315
8590-YFFQO,0.0088
8659-IOOPU,0.0077
1338-CECEE,0.1253
7439-DKZTW,0.8404
4646-QZXTF,0.3542
9742-XOKTS,0.0167
6921-OZMFH,0.118
9578-FOMUK,0.1114
4712-UYOOI,0.0227
7722-CVFXN,0.0698
8717-VCTXJ,0.0255
7363-QTBIW,0.7406
4159-NAAIX,0.0816
0971-QIFJK,0.0127
9397-TZSHA,0.0092
3391-JSQEW,0.164
0343-QLUZP,0.0172
2176-LVPNX,0.0198
3312-UUMZW,0.6061
1271-UODNO,0.0319
8461-EFQYM,0.0674
6900-RBKER,0.0855
6891-JPYFF,0.0966
1459-QNFQT,0.0274
1047-NNCBF,0.2795
3696-XRIEN,0.0804
0074-HDKDG,0.1026
8791-GFXLZ,0.255
9330-DHBFL,0.0753
0098-BOWSO,0.1105
3452-ABWRL,0.3683
5859-HZYLF,0.004
3156-QLHBO,0.1362
2208-NQBCT,0.072
1779-PWPMG,0.0971
6621-NRZAK,0.0012
0831-JNISG,0.0011
0774-IFUVM,0.1039
3082-WQRVY,0.0705
9553-DLCLU,0.0553
1641-BYBTK,0.0857
2460-NGXBJ,0.2067
2446-ZKVAF,0.2644
3522-CDKHF,0.3242
1430-SFQSA,0.0515
0411-EZJZE,0.6792
8807-ARQET,0.285
8992-CEUEN,0.3767
4320-QMLLA,0.29
8777-PVYGU,0.0724
8292-ITGYJ,0.0045
6870-ZWMNX,0.0258
0621-CXBKL,0.0064
5268-DSMNQ,0.2286
5334-JLAXU,0.3413
6242-MBHPK,0.6136
9359-UGBTK,0.0323
4782-OSFXZ,0.026
6479-OAUSD,0.03
7129-ACFOG,0.443
4189-NAKJS,0.1257
5562-BETPV,0.2391
1282-IHQAC,0.0824
9127-FHJBZ,0.0159
1641-RQDAY,0.2634
6994-ORCWG,0.1611
1346-UFHAX,0.4514
2933-XEUJM,0.0324
5461-QKNTN,0.5074
4835-YSJMR,0.0215
3164-YAXFY,0.2405
0887-WBJVH,0.2894
4660-IRIBM,0.1223
7670-ZBPOQ,0.0563
8089-UZWLX,0.0816
0080-OROZO,0.2507
3916-NRPAP,0.6131
6807-SIWJI,0.2569
8221-HVAYI,0.0321
5232-NXPAY,0.0206
8967-SZQAS,0.2206
4468-KAZHE,0.4288
0455-ENTCR,0.0363
8944-AILEF,0.163
5542-NKVRU,0.0141
7126-RBHSD,0.5318
5370-IIVVL,0.276
6789-HJBWG,0.3066
9087-EYCPR,0.0106
6791-YBNAK,0.0588
6077-BDPXA,0.7152
0013-MHZWF,0.1971
8268-YDIXR,0.1882
4291-SHSBH,0.5914
6980-IMXXE,0.0016
0040-HALCW,0.0013
0784-GTUUK,0.0465
2294-DMMUS,0.0467
0872-JCPIB,0.2263
3055-MJDSB,0.3562
9091-WTUUY,0.0164
7115-IRDHS,0.0136
8496-DMZUK,0.131
2040-VZIKE,0.4582
9068-VPWQQ,0.0248
0178-SZBHO,0.1072
0384-RVBPI,0.1431
1299-AURJA,0.0017
4525-VZCZG,0.0865
1543-LLLFT,0.1895
2788-CJQAQ,0.0448
0319-QZTCO,0.1626
2120-SMPEX,0.0797
0096-FCPUF,0.2038
0668-OGMHD,0.3128
6507-ZJSUR,0.6889
9408-HRXRK,0.1593
5593-SUAOO,0.0546
6766-HFKLA,0.0959
7617-EYGLW,0.3514
9220-ZNKJI,0.0453
2226-ICFDO,0.0382
0723-VSOBE,0.137
5529-GIBVH,0.0088
9992-UJOEL,0.449
4741-WWJQZ,0.7157
6625-UTXEW,0.4223
6244-BESBM,0.0138
1004-NOZNR,0.062
1251-STYSZ,0.7257
2612-PHGOX,0.0393
8480-PPONV,0.0101
8780-IHCRN,0.002
4598-ZADCK,0.0923
1257-SXUXQ,0.0355
9681-KYGYB,0.3696
7182-OVLBJ,0.0197
5095-ETBRJ,0.0121
7005-CYUIL,0.0624
4821-WQOYN,0.0015
4730-AWNAU,0.117
3452-FLHYD,0.0642
2388-LAESQ,0.0901
9531-NSBMR,0.0336
6260-ONULR,0.6803
4389-UEFCZ,0.1567
8711-LOBKY,0.0014
8985-OOPOS,0.4196
8800-ZKRFW,0.1785
2616-FLVQC,0.0055
9968-FFVVH,0.0246
3108-PCCGG,0.0273
8390-FESFV,0.0264
3022-BEXHZ,0.0165
6248-TKCQV,0.034
6729-GDNGC,0.4248
6198-ZFIOJ,0.6539
5989-OMNJE,0.2392
1291-CUOCY,0.1062
9795-SHUHB,0.012
3230-IUALN,0.0416
0042-RLHYP,0.0016
4945-RVMTE,0.2222
1866-NXPSP,0.0464
3941-XTSKM,0.1803
1661-CZBAU,0.0619
5158-RIVOP,0.0049
9788-YTFGE,0.1597
9277-JOOMO,0.2717
1907-YLNYW,0.3532
8947-YRTDV,0.0236
3161-ONRWK,0.0354
0114-RSRRW,0.2088
4565-NLZBV,0.0194
6682-VCIXC,0.1075
6475-VHUIZ,0.1957
3910-MRQOY,0.0093
0661-WCQNQ,0.0887
7537-RBWEA,0.6757
4656-CAURT,0.0091
0121-SNYRK,0.0456
3733-LSYCE,0.4299
6265-FRMTQ,0.0111
1371-DWPAZ,0.3132
2017-CCBLH,0.0221
7690-KPNCU,0.0829
0536-BGFMZ,0.0852
2293-IJWPS,0.3202
5469-NUJUR,0.0231
2625-TRCZQ,0.4096
4102-HLENU,0.0143
7266-GSSJX,0.0409
7722-VJRQD,0.0311
7073-QETQY,0.0422
5624-RYAMH,0.1925
0196-JTUQI,0.5512
7130-YXBRO,0.4383
9272-LSVYH,0.362
3084-DOWLE,0.0293
1084-MNSMJ,0.0217
4238-HFHSN,0.4133
6250-CGGUN,0.0654
5478-JJVZK,0.1431
7596-IIWYC,0.0186
9793-WECQC,0.3947
4291-HPAXL,0.1434
8999-YPYBV,0.0342
1839-FBNFR,0.0033
3071-MVJCD,0.0193
1697-BCSHV,0.0404
0562-KBDVM,0.0174
1131-SUEKT,0.0342
3717-OEAUQ,0.5887
4538-WNTMJ,0.0409
9432-RUVSL,0.0473
8060-HIWJJ,0.0224
7684-XSZIY,0.0016
9089-UOWJG,0.0945
8039-ACLPL,0.0187
9885-AIBVB,0.5669
1934-MKPXS,0.0349
2592-YKDIF,0.299
2272-JKMSI,0.0665
8714-CTZJW,0.6885
3569-EDBPQ,0.37
3131-NWVFJ,0.0637
7521-YXVZY,0.0964
2373-NTKOD,0.5022
1970-KKFWL,0.0159
9337-SRRNI,0.0064
0895-UADGO,0.0844
5678-VFNEQ,0.2467
5977-CKHON,0.1171
2692-BUCFV,0.4983
1830-GGFNM,0.0052
5302-BDJNT,0.3437
5223-UZAVK,0.1227
4859-ZSRDZ,0.0696
5651-WYIPH,0.2093
9350-VLHMB,0.0792
3498-LZGQZ,0.0019
8785-CJSHH,0.5281
3870-SPZSI,0.0115
7560-QRBXH,0.0175
7077-XJMET,0.5024
8752-GHJFU,0.1305
6896-SRVYQ,0.2346
4652-ODEVH,0.0028
6510-UPNKS,0.0489
6718-BDGHG,0.1277
9046-DQMTP,0.0502
6439-LAJXL,0.2707
9052-VKDUW,0.415
1666-JZPZT,0.154
5777-KJIRB,0.0592
7677-SJJJK,0.1001
2480-EJWYP,0.3603
3253-HKOKL,0.0374
7055-HNEOJ,0.4369
5514-YQENT,0.033
3211-AAPKX,0.5203
8445-DNBAE,0.5909
2958-NHPPS,0.0909
6806-YDEUL,0.1682
1735-XMJVH,0.0362
6890-PFRQX,0.1825
0222-CNVPT,0.2257
5899-OUVKV,0.4773
8681-ICONS,0.0171
1621-YNCJH,0.0993
6362-QHAFM,0.3955
3070-BDOQC,0.0927
6234-PFPXL,0.3671
9824-QCJPK,0.0314
4283-IVYCI,0.1508
1866-OBPNR,0.3056
8205-MQUGY,0.0759
8970-ANWXO,0.1711
9480-BQJEI,0.1367
6979-TNDEU,0.1064
9777-WJJPR,0.4513
9495-SKLKD,0.0983
6048-UWKAL,0.0799
5067-DGXLL,0.218
6281-FKEWS,0.2011
8898-KASCD,0.0587
9242-TKFSV,0.0408
9290-SHCMB,0.6985
0743-HNPFG,0.0484
2277-BKJKN,0.1184
5035-PGZXH,0.2975
8695-WDYEA,0.3737
6543-JXSOO,0.0708
8016-ZMGMO,0.1335
8605-ITULD,0.2868
6416-YJTTB,0.3684
4472-VESGY,0.0494
3195-TQDZX,0.3133
3128-YOVTD,0.0378
1728-CXQBE,0.4928
7041-TXQJH,0.2675
5014-GSOUQ,0.0173
5724-BIDBU,0.1252
0481-SUMCB,0.2979
1769-GRUIK,0.4649
8819-WFGGJ,0.058
7427-AUFPY,0.0065
2811-POVEX,0.1565
7898-PDWQE,0.0159
9972-EWRJS,0.0017
9314-IJWSQ,0.3257
5799-JRCZO,0.0033
1921-KYSAY,0.1088
6198-RTPMF,0.7032
2924-KHUVI,0.342
1925-GMVBW,0.1493
6184-DYUOB,0.3375
9207-ZPANB,0.0507
9327-QSDED,0.2217
1656-DRSMG,0.259
3012-VFFMN,0.03
2984-AFWNC,0.7624
0640-YJTPY,0.0013
8096-LOIST,0.3185
9764-REAFF,0.0113
7107-UBYKY,0.0276
4881-GQJTW,0.0858
7876-DNYAP,0.0011
7905-NJMXS,0.3045
2882-WDTBA,0.0222
2091-GPPIQ,0.0691
5071-FBJFS,0.0984
2796-UUZZO,0.0462
2429-AYKKO,0.0055
9798-OPFEM,0.0146
3794-NFNCH,0.2069
