CustomerID,churn_probability,risk_band,in_mailer_list
3466-RITXD,0.4177,High,0
9261-WDCAF,0.4175,High,0
1357-BIJKI,0.4173,High,0
0365-GXEZS,0.417,High,0
7967-HYCDE,0.417,High,0
1855-AGAWH,0.4164,High,0
8718-PTMEZ,0.4158,High,0
2955-PSXOE,0.4157,High,0
1098-TDVUQ,0.4157,High,0
1689-MRZQR,0.4156,High,0
9052-VKDUW,0.415,High,0
2826-DXLQO,0.4149,High,0
6817-WTYHE,0.4148,High,0
8020-BWHYL,0.4148,High,0
2403-BCASL,0.4147,High,0
6985-HAYWX,0.4143,High,0
4718-DHSMV,0.4141,High,0
7030-NJVDP,0.4137,High,0
7401-RUBNK,0.4136,High,0
8257-RZAHR,0.4134,High,0
4238-HFHSN,0.4133,High,0
0927-LCSMG,0.4131,High,0
3069-SSVSN,0.4122,High,0
5650-YLIBA,0.4121,High,0
0963-ZBDRN,0.4121,High,0
5035-BVCXS,0.412,High,0
9776-CLUJA,0.4116,High,0
6859-RKMZJ,0.4115,High,0
3714-NTNFO,0.4109,High,0
5204-QZXPU,0.4107,High,0
7774-OJSXI,0.4107,High,0
3594-KADLU,0.4102,High,0
2988-GBIVW,0.4096,High,0
9889-TMAHG,0.4096,High,0
2625-TRCZQ,0.4096,High,0
0422-UXFAP,0.4093,High,0
1862-SKORY,0.4092,High,0
3577-AMVUX,0.4077,High,0
9026-LHEVG,0.4074,High,0
0374-IOEGQ,0.4071,High,0
1421-HCERK,0.4071,High,0
8327-LZKAS,0.4068,High,0
2257-BOVXD,0.4067,High,0
2157-MXBJS,0.4062,High,0
3987-KQDDU,0.4061,High,0
7929-DMBCV,0.406,High,0
6557-BZXLQ,0.4059,High,0
6339-DKLMK,0.4058,High,0
5522-JBWMO,0.4058,High,0
7481-ATQQS,0.4054,High,0
9367-WXLCH,0.4053,High,0
9169-BSVIN,0.4051,High,0
9462-MJUAW,0.4049,High,0
0390-DCFDQ,0.4049,High,0
7813-ZGGAW,0.4046,High,0
2037-XJFUP,0.4044,High,0
1624-WOIWJ,0.4042,High,0
6692-YQHXC,0.4042,High,0
2309-OSFEU,0.4039,High,0
5404-GGUKR,0.4034,High,0
5281-BUZGT,0.4033,High,0
3058-HJCUY,0.403,High,0
8272-ONJLV,0.4029,High,0
0504-HHAPI,0.4024,High,0
0060-FUALY,0.4023,High,0
2874-YXVVA,0.402,High,0
2501-XWWTZ,0.4017,High,0
2432-TFSMK,0.4013,High,0
4931-TRZWN,0.4013,High,0
7268-IGMFD,0.4007,High,0
2842-JTCCU,0.4003,High,0
5649-RXQTV,0.4002,High,0
8229-TNIQA,0.4001,High,0
9626-WEQRM,0.3997,Medium,0
0836-SEYLU,0.3994,Medium,0
6464-KEXXH,0.3992,Medium,0
4957-TREIR,0.3991,Medium,0
5536-SLHPM,0.3985,Medium,0
2302-ANTDP,0.3982,Medium,0
3688-FTHLT,0.3981,Medium,0
4329-YPDDQ,0.398,Medium,0
8887-IPQNC,0.3977,Medium,0
6233-HXJMX,0.3977,Medium,0
4223-WOZCM,0.3968,Medium,0
3932-IJWDZ,0.3964,Medium,0
4471-KXAUH,0.3964,Medium,0
2273-QCKXA,0.3962,Medium,0
9564-KCLHR,0.3962,Medium,0
2606-RMDHZ,0.3962,Medium,0
3144-KMTWZ,0.3959,Medium,0
5175-WLYXL,0.3958,Medium,0
2640-PMGFL,0.3958,Medium,0
6362-QHAFM,0.3955,Medium,0
8840-DQLGN,0.3949,Medium,0
5208-HFSBT,0.3949,Medium,0
4640-UHDOS,0.3948,Medium,0
9793-WECQC,0.3947,Medium,0
6645-MXQJT,0.3947,Medium,0
0786-VSSUD,0.3945,Medium,0
4831-EOBFE,0.3943,Medium,0
1518-VOWAV,0.3939,Medium,0
6304-IJFSQ,0.3936,Medium,0
5351-QESIO,0.3935,Medium,0
2452-KDRRH,0.3931,Medium,0
2476-YGEFM,0.3925,Medium,0
4948-WBBKL,0.3921,Medium,0
8601-QACRS,0.392,Medium,0
1122-JWTJW,0.3919,Medium,0
1842-EZJMK,0.3917,Medium,0
2227-JRSJX,0.3913,Medium,0
5287-QWLKY,0.3912,Medium,0
7748-UMTRK,0.391,Medium,0
6986-IJDHX,0.3909,Medium,0
4840-ORQXB,0.3906,Medium,0
9667-EQRXU,0.3906,Medium,0
0237-YFUTL,0.3905,Medium,0
1049-FYSYG,0.3905,Medium,0
5312-UXESG,0.3905,Medium,0
4883-QICIH,0.39,Medium,0
4566-QVRRW,0.3898,Medium,0
8806-EAGWC,0.3897,Medium,0
4918-QLLIW,0.3896,Medium,0
3094-JOJAI,0.3894,Medium,0
6207-WIOLX,0.3894,Medium,0
2920-RNCEZ,0.3893,Medium,0
7905-TVXTA,0.3892,Medium,0
9158-VCTQB,0.389,Medium,0
2479-BRAMR,0.3889,Medium,0
2853-CWQFQ,0.3887,Medium,0
0326-VDYXE,0.388,Medium,0
7549-MYGPK,0.388,Medium,0
6075-SLNIL,0.3879,Medium,0
2208-UGTGR,0.3878,Medium,0
7291-CDTMJ,0.3878,Medium,0
2782-LFZVW,0.3878,Medium,0
5485-WUYWF,0.3877,Medium,0
3014-WJKSM,0.3867,Medium,0
5172-MIGPM,0.3865,Medium,0
8982-NHAVY,0.3863,Medium,0
4208-UFFGW,0.3859,Medium,0
8387-MOJJT,0.3858,Medium,0
6135-OZQVA,0.3857,Medium,0
6923-EFPNL,0.3857,Medium,0
7410-OIEDU,0.3856,Medium,0
1853-ARAAQ,0.3856,Medium,0
0924-BJCRC,0.3852,Medium,0
0822-QGCXA,0.3851,Medium,0
4462-CYWMH,0.3841,Medium,0
2478-EEWWM,0.384,Medium,0
5129-JLPIS,0.3839,Medium,0
1228-FZFRV,0.3836,Medium,0
1685-BQULA,0.3833,Medium,0
2519-LBNQL,0.3832,Medium,0
3058-WQDRE,0.383,Medium,0
2474-LCNUE,0.3829,Medium,0
6173-ITPWD,0.3829,Medium,0
5143-EGQFK,0.3826,Medium,0
4976-LNFVV,0.3826,Medium,0
6741-EGCBI,0.3823,Medium,0
9693-XMUOB,0.3822,Medium,0
1550-LOAHA,0.3818,Medium,0
4116-TZAQJ,0.3818,Medium,0
5419-JKZNQ,0.3817,Medium,0
4860-IJUDE,0.3814,Medium,0
9774-NRNAU,0.3814,Medium,0
3923-CSIHK,0.3809,Medium,0
7621-VPNET,0.3805,Medium,0
1501-SGHBW,0.3804,Medium,0
3946-JEWRQ,0.3798,Medium,0
0867-LDTTC,0.3791,Medium,0
5493-SDRDQ,0.379,Medium,0
7047-FWEYA,0.3789,Medium,0
4432-ADRLB,0.3785,Medium,0
4248-HCETZ,0.3783,Medium,0
4897-QSUYC,0.378,Medium,0
2122-YWVYA,0.378,Medium,0
4588-YBNIB,0.378,Medium,0
7298-IZWLY,0.378,Medium,0
7839-QRKXN,0.378,Medium,0
6646-QVXLR,0.3779,Medium,0
3345-PBBFH,0.3778,Medium,0
6591-QGOYB,0.3775,Medium,0
5136-KCKGI,0.3771,Medium,0
5380-WJKOV,0.3769,Medium,0
6646-JPPHA,0.3768,Medium,0
5201-USSQZ,0.3768,Medium,0
8992-CEUEN,0.3767,Medium,0
9281-OFDMF,0.3764,Medium,0
5143-WMWOG,0.3763,Medium,0
7893-IXHRQ,0.3763,Medium,0
2144-BFDSO,0.376,Medium,0
2929-QNSRW,0.3759,Medium,0
8805-JNRAZ,0.3757,Medium,0
2669-OIDSD,0.3756,Medium,0
1465-LNTLJ,0.3755,Medium,0
0455-XFASS,0.3748,Medium,0
0257-ZESQC,0.3748,Medium,0
1156-ZFYDO,0.3746,Medium,0
7277-OZCGZ,0.3742,Medium,0
2181-UAESM,0.3741,Medium,0
7982-VCELR,0.374,Medium,0
7821-DPRQE,0.374,Medium,0
6168-YBYNP,0.3739,Medium,0
8535-SFUTN,0.3737,Medium,0
8695-WDYEA,0.3737,Medium,0
4667-OHGKG,0.3734,Medium,0
0295-QVKPB,0.3734,Medium,0
2081-KJSQF,0.3734,Medium,0
7989-CHGTL,0.3734,Medium,0
2522-AHJXR,0.3733,Medium,0
6818-WOBHJ,0.3731,Medium,0
3797-FKOGQ,0.373,Medium,0
5175-AOBHI,0.3727,Medium,0
4800-VHZKI,0.3726,Medium,0
2267-FPIMA,0.3726,Medium,0
1818-ESQMW,0.3723,Medium,0
5057-LCOUI,0.3723,Medium,0
7067-KSAZT,0.3721,Medium,0
0468-YRPXN,0.3721,Medium,0
1622-HSHSF,0.3718,Medium,0
6121-VZNQB,0.3718,Medium,0
8614-VGMMV,0.3716,Medium,0
8564-LDKFL,0.3716,Medium,0
7798-JVXYM,0.3716,Medium,0
5839-SUYVZ,0.3712,Medium,0
9348-YVOMK,0.3711,Medium,0
9761-XUJWD,0.371,Medium,0
6825-UYPFK,0.3708,Medium,0
4503-BDXBD,0.3707,Medium,0
3845-FXCYS,0.3703,Medium,0
3197-ARFOY,0.3701,Medium,0
3569-EDBPQ,0.37,Medium,0
3717-LNXKW,0.3698,Medium,0
4465-VDKIQ,0.3698,Medium,0
5002-GCQFH,0.3698,Medium,0
9681-KYGYB,0.3696,Medium,0
1095-JUDTC,0.3694,Medium,0
8059-UDZFY,0.3693,Medium,0
3503-TYDAY,0.369,Medium,0
6218-KNUBD,0.3689,Medium,0
5948-UJZLF,0.3688,Medium,0
4829-AUOAX,0.3687,Medium,0
6300-BWMJX,0.3686,Medium,0
2369-FEVNO,0.3684,Medium,0
4661-NJEUX,0.3684,Medium,0
5996-DAOQL,0.3684,Medium,0
6416-YJTTB,0.3684,Medium,0
8305-VHZBZ,0.3684,Medium,0
3452-ABWRL,0.3683,Medium,0
8620-RJPZN,0.3682,Medium,0
0829-XXPLX,0.3674,Medium,0
4307-KTUMW,0.3673,Medium,0
6234-PFPXL,0.3671,Medium,0
8023-QHAIO,0.3669,Medium,0
4958-GZWIY,0.3665,Medium,0
8802-UNOJF,0.3664,Medium,0
3969-GYXEL,0.3663,Medium,0
5572-ZDXHY,0.3661,Medium,0
9819-FBNSV,0.3661,Medium,0
5671-UUNXD,0.366,Medium,0
5895-QSXOD,0.366,Medium,0
9026-RNUJS,0.3651,Medium,0
6469-MRVET,0.365,Medium,0
8033-VCZGH,0.365,Medium,0
9614-RMGHA,0.3648,Medium,0
6038-GCYEC,0.3648,Medium,0
4109-CYRBD,0.3647,Medium,0
4070-OKWVH,0.3646,Medium,0
6259-WJQLC,0.3646,Medium,0
4232-JGKIY,0.3643,Medium,0
5088-QZLRL,0.3643,Medium,0
0512-FLFDW,0.364,Medium,0
7421-ZLUPA,0.3639,Medium,0
8124-NZVGJ,0.3636,Medium,0
6862-CQUMB,0.3634,Medium,0
0430-IHCDJ,0.3631,Medium,0
0471-ARVMX,0.363,Medium,0
6180-YBIQI,0.3627,Medium,0
8981-FJGLA,0.3627,Medium,0
1493-AMTIE,0.3625,Medium,0
4811-JBUVU,0.3624,Medium,0
8566-YPRGL,0.3621,Medium,0
9210-IAHGH,0.3621,Medium,0
4634-JLRJT,0.3621,Medium,0
9272-LSVYH,0.362,Medium,0
3446-QDSZF,0.3617,Medium,0
0761-AETCS,0.3615,Medium,0
1996-DBMUS,0.361,Medium,0
8660-BUETV,0.3607,Medium,0
6633-MPWBS,0.3606,Medium,0
2480-EJWYP,0.3603,Medium,0
2465-BLLEU,0.3603,Medium,0
5906-BFOZT,0.3603,Medium,0
8755-IWJHN,0.3603,Medium,0
1725-MIMXW,0.3603,Medium,0
8901-HJXTF,0.3602,Medium,0
8637-XJIVR,0.3597,Medium,0
0585-EGDDA,0.3596,Medium,0
2519-ERQOJ,0.3594,Medium,0
3571-RFHAR,0.3587,Medium,0
5301-GAUUY,0.3583,Medium,0
9254-RBFON,0.3579,Medium,0
9659-QEQSY,0.3579,Medium,0
0419-YAAPX,0.3577,Medium,0
1215-VFYVK,0.3577,Medium,0
2207-QPJED,0.3575,Medium,0
7272-QDCKA,0.3568,Medium,0
6786-OBWQR,0.3564,Medium,0
1261-FWTTE,0.3563,Medium,0
2267-WTPYD,0.3563,Medium,0
3055-MJDSB,0.3562,Medium,0
2856-NNASM,0.3559,Medium,0
0730-KOAVE,0.3558,Medium,0
0058-EVZWM,0.3558,Medium,0
7789-HKSBS,0.3558,Medium,0
5515-RUGKN,0.3558,Medium,0
7398-LXGYX,0.3557,Medium,0
3500-RMZLT,0.3556,Medium,0
7853-WNZSY,0.3554,Medium,0
5709-LVOEQ,0.3553,Medium,0
0118-JPNOY,0.3552,Medium,0
1635-FJFCC,0.3552,Medium,0
6022-UGGSO,0.355,Medium,0
7636-OWBPG,0.3549,Medium,0
9356-AXGMP,0.3545,Medium,0
4646-QZXTF,0.3542,Medium,0
6821-JPCDC,0.3536,Medium,0
9489-UTFKA,0.3535,Medium,0
8073-IJDCM,0.3534,Medium,0
0670-KDOMA,0.3534,Medium,0
2876-VBBBL,0.3534,Medium,0
9373-WSLOY,0.3533,Medium,0
0363-QJVFX,0.3533,Medium,0
8178-EYZUO,0.3532,Medium,0
1907-YLNYW,0.3532,Medium,0
2272-UOINI,0.3531,Medium,0
8496-EJAUI,0.353,Medium,0
4282-ACRXS,0.3529,Medium,0
2190-BCXEC,0.3528,Medium,0
1763-WQFUK,0.3527,Medium,0
1976-AZZPJ,0.3526,Medium,0
5356-RHIPP,0.3525,Medium,0
9318-NKNFC,0.3525,Medium,0
0003-MKNFE,0.3524,Medium,0
3537-HPKQT,0.3523,Medium,0
7064-FRRSW,0.3521,Medium,0
1329-VHWNP,0.3518,Medium,0
6876-ADESB,0.3518,Medium,0
6351-SCJKT,0.3516,Medium,0
7617-EYGLW,0.3514,Medium,0
2325-WINES,0.3514,Medium,0
2931-FSOHN,0.3514,Medium,0
0623-IIHUG,0.3512,Medium,0
2101-RANCD,0.3511,Medium,0
6629-LADHQ,0.351,Medium,0
2014-MKGMH,0.351,Medium,0
6614-VBEGU,0.3505,Medium,0
5649-TJHOV,0.3504,Medium,0
9578-VRMNM,0.3497,Medium,0
4226-KKDON,0.3497,Medium,0
2303-PJYHN,0.3497,Medium,0
1849-RJYIG,0.3497,Medium,0
3815-SLMEF,0.3493,Medium,0
7554-AKDQF,0.3489,Medium,0
3620-MWJNE,0.3485,Medium,0
4989-LIXVT,0.3485,Medium,0
2886-KEFUM,0.3485,Medium,0
2623-DRYAM,0.3483,Medium,0
8544-GOQSH,0.348,Medium,0
7009-LGECI,0.3469,Medium,0
6227-HWPWX,0.3466,Medium,0
2806-MLNTI,0.3466,Medium,0
4026-SKKHW,0.3466,Medium,0
3668-QPYBK,0.3459,Medium,0
5949-HGVJL,0.3456,Medium,0
5816-QVHRX,0.3453,Medium,0
5438-QMDDL,0.3449,Medium,0
0100-DUVFC,0.3448,Medium,0
2674-MLXMN,0.3446,Medium,0
4791-QRGMF,0.3444,Medium,0
0106-GHRQR,0.3442,Medium,0
5712-AHQNN,0.3442,Medium,0
7758-XKCBS,0.3442,Medium,0
5302-BDJNT,0.3437,Medium,0
8262-COGGB,0.3434,Medium,0
1000-AJSLD,0.3434,Medium,0
1240-KNSEZ,0.3434,Medium,0
0356-ERHVT,0.3428,Medium,0
0015-UOCOJ,0.3423,Medium,0
0475-RIJEP,0.3422,Medium,0
6199-IWKGC,0.3421,Medium,0
2924-KHUVI,0.342,Medium,0
5066-GFJMM,0.3419,Medium,0
2960-NKRSO,0.3416,Medium,0
5813-UECBU,0.3416,Medium,0
4343-EJVQB,0.3414,Medium,0
3162-KKZXO,0.3414,Medium,0
5334-JLAXU,0.3413,Medium,0
8782-LKFPK,0.3413,Medium,0
9474-PHLYD,0.341,Medium,0
1791-PQHBB,0.3409,Medium,0
6818-DJXAA,0.3408,Medium,0
7580-UGXNC,0.3404,Medium,0
2770-NSVDG,0.3402,Medium,0
9919-YLNNG,0.3401,Medium,0
6284-KMNUF,0.3401,Medium,0
5168-MSWXT,0.34,Medium,0
1310-QRITU,0.3397,Medium,0
7075-BNDVQ,0.3396,Medium,0
5568-DMXZS,0.3395,Medium,0
7603-USHJS,0.3395,Medium,0
9584-EXCDZ,0.3395,Medium,0
2898-LSJGD,0.3395,Medium,0
2858-EIMXH,0.3391,Medium,0
3583-KRKMD,0.339,Medium,0
7285-KLOTR,0.3388,Medium,0
9948-YPTDG,0.3388,Medium,0
1091-SOZGA,0.3387,Medium,0
4088-YLDSU,0.3378,Medium,0
2869-ADAWR,0.3377,Medium,0
4007-NHVHI,0.3377,Medium,0
6184-DYUOB,0.3375,Medium,0
1228-ZLNBX,0.3372,Medium,0
4570-QHXHL,0.3372,Medium,0
7869-ZYDST,0.3368,Medium,0
3717-OFRTN,0.3366,Medium,0
0929-PECLO,0.3366,Medium,0
9412-GHEEC,0.3364,Medium,0
7734-DBOAI,0.336,Medium,0
4391-LNRXK,0.3359,Medium,0
5392-AKEMH,0.3356,Medium,0
4390-KYULV,0.3355,Medium,0
5981-ZVXOT,0.3354,Medium,0
2883-ILGWO,0.3354,Medium,0
8450-UYIBU,0.3353,Medium,0
2178-PMGCJ,0.335,Medium,0
8016-NCFVO,0.3344,Medium,0
0742-MOABM,0.3343,Medium,0
0929-HYQEW,0.3343,Medium,0
3043-TYBNO,0.334,Medium,0
3445-HXXGF,0.3337,Medium,0
4061-UKJWL,0.3334,Medium,0
4280-DLSHD,0.3329,Medium,0
9481-IEBZY,0.3328,Medium,0
6726-WEXXK,0.332,Medium,0
3325-FUYCG,0.3318,Medium,0
1481-ZUWZA,0.3317,Medium,0
1871-MOWRM,0.3314,Medium,0
4554-YGZIH,0.3313,Medium,0
3007-FDPEA,0.3311,Medium,0
9233-PSYHO,0.331,Medium,0
4680-KUTAJ,0.3309,Medium,0
3208-YPIOE,0.3308,Medium,0
6624-JDRDS,0.3308,Medium,0
3424-NMNBO,0.3307,Medium,0
7634-WSWDB,0.33,Medium,0
1442-BQPVU,0.3297,Medium,0
5394-SVGJV,0.3296,Medium,0
1258-YMZNM,0.3296,Medium,0
0621-HJWXJ,0.3295,Medium,0
9526-JAWYF,0.329,Medium,0
7975-TZMLR,0.329,Medium,0
3756-VNWDH,0.3286,Medium,0
6711-VTNRE,0.3285,Medium,0
9780-FKVVF,0.3284,Medium,0
3898-GUYTS,0.3278,Medium,0
7459-RRWQZ,0.3277,Medium,0
8388-FYNPZ,0.3272,Medium,0
2927-QRRQV,0.327,Medium,0
4480-MBMLB,0.3267,Medium,0
6917-IAYHD,0.3266,Medium,0
4188-FRABG,0.3266,Medium,0
6987-XQSJT,0.3266,Medium,0
5649-VUKMC,0.3265,Medium,0
1918-ZBFQJ,0.3264,Medium,0
7636-XUHWW,0.3263,Medium,0
5103-MHMHY,0.3263,Medium,0
6576-FBXOJ,0.3261,Medium,0
8739-QOTTN,0.3261,Medium,0
2386-OWURY,0.3259,Medium,0
1480-IVEVR,0.3257,Medium,0
9314-IJWSQ,0.3257,Medium,0
3419-SNJJD,0.3256,Medium,0
3842-QTGDL,0.3256,Medium,0
5311-IHLEI,0.3253,Medium,0
7017-VFULY,0.3253,Medium,0
3814-MLAXC,0.3252,Medium,0
9812-GHVRI,0.3251,Medium,0
7504-UWHNB,0.3251,Medium,0
0463-ZSDNT,0.325,Medium,0
1848-LBZHY,0.3245,Medium,0
5708-EVONK,0.3244,Medium,0
7693-LCKZL,0.3242,Medium,0
3522-CDKHF,0.3242,Medium,0
1335-HQMKX,0.3238,Medium,0
9530-EHPOH,0.3231,Medium,0
8149-AIQCG,0.3229,Medium,0
5542-DHSXL,0.3229,Medium,0
4695-VADHF,0.3228,Medium,0
5146-CBVOE,0.3227,Medium,0
6439-GTPCA,0.3226,Medium,0
8751-EDEKA,0.3214,Medium,0
9833-TGFHX,0.3213,Medium,0
0461-CVKMU,0.3209,Medium,0
1935-IMVBB,0.3208,Medium,0
5213-TWWJU,0.3208,Medium,0
9572-MTILT,0.3205,Medium,0
4993-JCRGJ,0.3204,Medium,0
8740-XLHDR,0.3203,Medium,0
2293-IJWPS,0.3202,Medium,0
2220-IAHLS,0.3202,Medium,0
2656-FMOKZ,0.3202,Medium,0
2542-HYGIQ,0.3202,Medium,0
7248-VZQLC,0.3196,Medium,0
1025-FALIX,0.3196,Medium,0
1307-TVUFB,0.3192,Medium,0
8069-YQQAJ,0.319,Medium,0
7018-WBJNK,0.3187,Medium,0
0727-BMPLR,0.3187,Medium,0
8773-HHUOZ,0.3186,Medium,0
6952-OMNWB,0.3186,Medium,0
8096-LOIST,0.3185,Medium,0
6133-OZILE,0.3183,Medium,0
1784-EZDKJ,0.3183,Medium,0
1552-AAGRX,0.3183,Medium,0
5299-RULOA,0.3175,Medium,0
1170-SASML,0.3172,Medium,0
0406-BPDVR,0.3168,Medium,0
6537-OTKMY,0.3166,Medium,0
3090-QFUVD,0.3166,Medium,0
8623-ULFNQ,0.3165,Medium,0
2826-UWHIS,0.3163,Medium,0
5188-HGMLP,0.316,Medium,0
3956-CJUST,0.3158,Medium,0
5947-SGKCL,0.3157,Medium,0
8404-FYDIB,0.3154,Medium,0
8242-JSVBO,0.3151,Medium,0
3349-ANQNH,0.3148,Medium,0
3018-TFTSU,0.3146,Medium,0
7693-QPEFS,0.3146,Medium,0
3656-TKRVZ,0.3141,Medium,0
4522-AKYLR,0.314,Medium,0
0898-XCGTF,0.3139,Medium,0
9822-WMWVG,0.3135,Medium,0
3195-TQDZX,0.3133,Medium,0
2792-VPPET,0.3133,Medium,0
1371-DWPAZ,0.3132,Medium,0
9003-CPATH,0.313,Medium,0
0668-OGMHD,0.3128,Medium,0
1349-WXNGG,0.3127,Medium,0
2585-KTFRE,0.3126,Medium,0
7346-MEDWM,0.3125,Medium,0
4950-BDEUX,0.3124,Medium,0
1452-KIOVK,0.3122,Medium,0
4067-HLYQI,0.312,Medium,0
5325-UWTWJ,0.3119,Medium,0
8158-WPEZG,0.3117,Medium,0
7850-VWJUU,0.3117,Medium,0
7733-UDMTP,0.3114,Medium,0
3143-ILDAL,0.3109,Medium,0
9137-NOQKA,0.3108,Medium,0
9547-ITEFG,0.3107,Medium,0
5897-ZYEKH,0.3102,Medium,0
2654-VBVPB,0.31,Medium,0
6313-GIDIT,0.3099,Medium,0
5027-XWQHA,0.3098,Medium,0
3982-XWFZQ,0.3094,Medium,0
7537-CBQUZ,0.3088,Medium,0
1422-DGUBX,0.3087,Medium,0
1575-KRZZE,0.3085,Medium,0
1194-SPVSP,0.3083,Medium,0
8999-XXGNS,0.3079,Medium,0
1559-DTODC,0.3077,Medium,0
7486-KSRVI,0.3077,Medium,0
7596-LDUXP,0.3072,Medium,0
4237-CLSMM,0.3072,Medium,0
4720-VSTSI,0.3069,Medium,0
7246-ZGQDF,0.3069,Medium,0
4010-YLMVT,0.3067,Medium,0
6789-HJBWG,0.3066,Medium,0
6257-RJOHI,0.3062,Medium,0
2657-VPXTA,0.3061,Medium,0
4986-MXSFP,0.306,Medium,0
1866-OBPNR,0.3056,Medium,0
8329-UTMVM,0.3053,Medium,0
5628-RKIFK,0.305,Medium,0
8725-JEDFD,0.3047,Medium,0
7905-NJMXS,0.3045,Medium,0
0587-DMGBH,0.3042,Medium,0
3855-ONCAR,0.3041,Medium,0
7426-GSWPO,0.3038,Medium,0
7825-ECJRF,0.3038,Medium,0
1625-JAIIY,0.3037,Medium,0
8910-LEDAG,0.3034,Medium,0
1216-BGTSP,0.3033,Medium,0
0823-HSCDJ,0.3031,Medium,0
5828-DWPIL,0.3029,Medium,0
2455-USLMV,0.3028,Medium,0
7124-UGSUR,0.3027,Medium,0
0621-TWIEM,0.3026,Medium,0
2195-VVRJF,0.3024,Medium,0
6469-QJKZW,0.3022,Medium,0
5028-HTLJB,0.3015,Medium,0
8267-ZNYVZ,0.3015,Medium,0
4832-VRBMR,0.3014,Medium,0
3528-HFRIQ,0.3014,Medium,0
2778-OCLGR,0.3013,Medium,0
6728-WYQBC,0.3012,Medium,0
8919-FYFQZ,0.3012,Medium,0
8974-OVACP,0.301,Medium,0
6654-QGBZZ,0.301,Medium,0
0311-QYWSS,0.301,Medium,0
4361-BKAXE,0.3009,Medium,0
7808-DVWEP,0.3008,Medium,0
7716-YTYHG,0.3008,Medium,0
0856-NAOES,0.3006,Medium,0
8677-HDZEE,0.3006,Medium,0
1217-VASWC,0.3004,Medium,0
6549-NNDYT,0.3,Medium,0
6927-WTFIV,0.3,Medium,0
2153-MREFK,0.2999,Medium,0
3509-GWQGF,0.2997,Medium,0
3714-JTVOV,0.2997,Medium,0
3452-SRFEG,0.2995,Medium,0
0691-IFBQW,0.2993,Medium,0
7551-JOHTI,0.299,Medium,0
5624-BQSSA,0.299,Medium,0
7434-SHXLS,0.299,Medium,0
2002-MZHWP,0.299,Medium,0
1135-LMECX,0.299,Medium,0
6124-ACRHJ,0.299,Medium,0
2592-YKDIF,0.299,Medium,0
7721-DVEKZ,0.299,Medium,0
9753-OYLBX,0.299,Medium,0
2866-IKBTM,0.299,Medium,0
5067-XJQFU,0.2989,Medium,0
9112-WSNPU,0.2986,Medium,0
5716-LIBJC,0.2985,Medium,0
3594-IVHJZ,0.2984,Medium,0
8761-NSOBC,0.2982,Medium,0
4724-WXVWF,0.2982,Medium,0
7926-IJOOU,0.298,Medium,0
2700-LUEVA,0.298,Medium,0
6854-EXGSF,0.298,Medium,0
2842-BCQGE,0.298,Medium,0
0481-SUMCB,0.2979,Medium,0
3763-GCZHZ,0.2977,Medium,0
9079-YEXQJ,0.2976,Medium,0
5035-PGZXH,0.2975,Medium,0
6954-OOYZZ,0.2975,Medium,0
3113-IWHLC,0.2974,Medium,0
7927-AUXBZ,0.2974,Medium,0
2027-OAQQC,0.2972,Medium,0
6429-SHBCB,0.2971,Medium,0
6815-ABQFQ,0.2968,Medium,0
6579-JPICP,0.2968,Medium,0
9776-OJUZI,0.2968,Medium,0
4786-UKSNZ,0.2968,Medium,0
2676-ISHSF,0.2968,Medium,0
1205-WNWPJ,0.2968,Medium,0
3164-AALRN,0.2967,Medium,0
2832-SCUCO,0.2964,Medium,0
7000-WCEVQ,0.2963,Medium,0
5076-YVXCM,0.2962,Medium,0
4415-WNGVR,0.2962,Medium,0
3859-CVCET,0.2961,Medium,0
3016-KSVCP,0.2958,Medium,0
7409-JURKQ,0.2955,Medium,0
1215-FIGMP,0.2954,Medium,0
2279-AXJJK,0.2953,Medium,0
2576-HXMPA,0.2953,Medium,0
4450-YOOHP,0.2947,Medium,0
4132-POCZS,0.2946,Medium,0
7878-JGDKK,0.2945,Medium,0
9835-ZIITK,0.2942,Medium,0
8679-LZBMD,0.2941,Medium,0
0575-CUQOV,0.2941,Medium,0
4753-PADAS,0.2941,Medium,0
0643-OKLRP,0.294,Medium,0
3426-NIYYL,0.2936,Medium,0
2911-UREFD,0.2935,Medium,0
4913-EHYUI,0.2933,Medium,0
5154-VEKBL,0.293,Medium,0
5778-BVOFB,0.2925,Medium,0
9122-UMROB,0.2925,Medium,0
1663-MHLHE,0.2925,Medium,0
4892-VLANZ,0.2925,Medium,0
4745-LSPLO,0.2925,Medium,0
4013-GUXND,0.2925,Medium,0
6641-XRPSU,0.2925,Medium,0
3030-ZKIWL,0.2925,Medium,0
9441-QHEVC,0.2925,Medium,0
4877-EVATK,0.2925,Medium,0
7698-YFGEZ,0.2925,Medium,0
3976-NLDEZ,0.2925,Medium,0
4211-MMAZN,0.2925,Medium,0
1360-JYXKQ,0.2919,Medium,0
2659-VXMWZ,0.2919,Medium,0
6137-NICCO,0.2918,Medium,0
4412-YLTKF,0.2916,Medium,0
0843-WTBXE,0.2916,Medium,0
5424-RLQLC,0.2911,Medium,0
3873-NFTGI,0.2908,Medium,0
4482-FTFFX,0.2908,Medium,0
6202-DYYFX,0.2905,Medium,0
4396-KLSEH,0.2904,Medium,0
0871-OPBXW,0.2902,Medium,0
1456-TWCGB,0.29,Medium,0
4320-QMLLA,0.29,Medium,0
